customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,code,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,Hash,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
,Male,0,Yes,No,29,Yes,Yes,2683,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,BPJSO,Yes,Electronic check,84.45,2467.1,Yes
2157-MXBJS,Male,0,Yes,No,13,Yes,Yes,2157,DSL,No,No,Yes,No,Yes,Yes,One year,MXBJS,Yes,Mailed check,75.3,989.45,Yes
8207-VVMYB,Female,0,Yes,No,70,Yes,Yes,8207,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,VVMYB,Yes,Bank transfer (automatic),26,2006.95,No
9732-EQMWY,Female,0,Yes,No,49,Yes,No,9732,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,EQMWY,No,Electronic check,99.4,5025,No
,Female,1,Yes,No,43,Yes,Yes,9360,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,AHGNL,Yes,Mailed check,109.55,4830.25,Yes
,Female,0,No,No,3,Yes,No,1087,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,UDSIH,Yes,Mailed check,19.6,59.75,Yes
,Male,0,Yes,Yes,42,Yes,No,5269,DSL,No,No,Yes,Yes,Yes,Yes,One year,NRGDP,No,Electronic check,73.15,3088.25,No
,Male,0,No,No,57,Yes,No,6195,DSL,No,Yes,No,Yes,No,No,One year,MELTI,Yes,Mailed check,54.65,3134.7,No
5485-WUYWF,Male,1,No,No,2,Yes,No,5485,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,WUYWF,No,Bank transfer (automatic),66.4,94.55,Yes
2121-JAFOM,Female,0,Yes,No,72,Yes,Yes,2121,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,JAFOM,Yes,Credit card (automatic),115.55,8312.4,No
8818-DOPVL,Female,1,No,No,46,Yes,Yes,8818,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,DOPVL,Yes,Electronic check,104.45,4863.85,No
,Male,1,Yes,No,66,Yes,Yes,2632,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,UCGVD,Yes,Credit card (automatic),100.05,6871.9,Yes
,Male,0,No,No,62,Yes,Yes,5445,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,PZWGX,No,Electronic check,102,6529.25,Yes
1227-UDMZR,Female,0,Yes,No,72,Yes,Yes,1227,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,UDMZR,Yes,Bank transfer (automatic),91.15,6637.9,No
,Male,0,Yes,Yes,35,Yes,No,5198,Fiber optic,No,Yes,No,Yes,Yes,No,One year,HQAEN,Yes,Electronic check,89.7,3165.6,No
,Male,0,Yes,No,17,Yes,Yes,9170,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,CCKOU,No,Credit card (automatic),90.2,1454.15,Yes
2167-FQSTQ,Female,0,Yes,No,72,Yes,Yes,2167,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,FQSTQ,Yes,Electronic check,92.4,6786.1,No
,Female,0,Yes,Yes,28,Yes,No,2819,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,GWENI,No,Mailed check,19.9,543,No
1043-YCUTE,Male,0,Yes,No,56,Yes,Yes,1043,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,YCUTE,Yes,Credit card (automatic),25.15,1327.15,Yes
3814-MLAXC,Female,0,No,No,31,Yes,Yes,3814,Fiber optic,No,No,No,Yes,No,No,Month-to-month,MLAXC,Yes,Credit card (automatic),79.85,2404.15,Yes
,Male,0,No,No,45,Yes,No,3572,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,UUHRS,No,Bank transfer (automatic),18.85,867.3,No
2692-PFYTJ,Female,0,No,No,1,Yes,Yes,2692,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,PFYTJ,Yes,Mailed check,25.75,25.75,No
1226-UDFZR,Female,0,No,No,2,Yes,No,1226,DSL,No,Yes,No,No,No,No,Month-to-month,UDFZR,Yes,Mailed check,49.6,114.7,Yes
5955-EPOAZ,Female,0,No,No,6,Yes,No,5955,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,EPOAZ,Yes,Mailed check,20.95,109.5,No
6821-JPCDC,Female,0,Yes,No,48,Yes,No,6821,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,JPCDC,Yes,Electronic check,97.05,4692.95,No
,Male,0,Yes,Yes,25,Yes,Yes,8815,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,LMFLX,Yes,Bank transfer (automatic),25.4,546.85,No
,Male,0,Yes,Yes,64,Yes,No,9135,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,HSWOC,Yes,Bank transfer (automatic),19.7,1274.05,No
8582-KRHPJ,Male,0,No,No,50,No,No phone service,8582,DSL,Yes,Yes,No,No,No,No,Month-to-month,KRHPJ,Yes,Mailed check,35,1782.4,No
5811-IWXYM,Female,0,Yes,Yes,52,Yes,Yes,5811,Fiber optic,No,No,Yes,No,Yes,Yes,One year,IWXYM,No,Bank transfer (automatic),101.25,5301.1,No
7044-YAACC,Male,1,Yes,No,4,Yes,No,7044,Fiber optic,No,No,No,No,No,No,Month-to-month,YAACC,Yes,Electronic check,70.2,280.35,No
,Female,1,No,No,32,Yes,No,8189,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,XRIKE,No,Electronic check,90.95,2897.95,No
,Male,0,Yes,Yes,45,Yes,Yes,1506,DSL,Yes,Yes,No,Yes,Yes,No,Two year,YJTYT,No,Credit card (automatic),73.85,3371,No
,Male,0,Yes,No,9,Yes,Yes,4123,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,DVHPH,Yes,Electronic check,88.05,801.3,No
,Female,1,Yes,No,66,Yes,Yes,6425,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,YQLLO,Yes,Credit card (automatic),105.95,6975.25,Yes
5442-UTCVD,Male,0,No,Yes,3,Yes,Yes,5442,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,UTCVD,No,Electronic check,91.85,257.05,Yes
,Female,0,No,No,54,Yes,No,2228,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,BZDEE,No,Mailed check,20.1,1079.45,No
,Female,0,Yes,Yes,1,No,No phone service,7734,DSL,No,No,No,Yes,Yes,No,Month-to-month,DBOAI,No,Electronic check,40.1,40.1,Yes
2789-CZANW,Female,0,Yes,Yes,64,Yes,Yes,2789,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,CZANW,No,Bank transfer (automatic),110.3,6997.3,No
2091-RFFBA,Female,1,No,No,31,Yes,Yes,2091,Fiber optic,No,No,No,No,No,No,Month-to-month,RFFBA,Yes,Electronic check,73.9,2217.15,Yes
,Female,0,No,No,14,Yes,No,2114,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,MGINA,Yes,Mailed check,89.8,1129.1,Yes
,Female,0,No,No,12,Yes,No,7596,Fiber optic,Yes,No,No,No,Yes,No,One year,LDUXP,Yes,Credit card (automatic),85.15,979.05,No
3740-RLMVT,Male,1,Yes,No,67,Yes,No,3740,DSL,Yes,Yes,No,Yes,No,No,One year,RLMVT,Yes,Bank transfer (automatic),60.95,4119.4,No
4489-SNOJF,Female,0,Yes,Yes,35,Yes,Yes,4489,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,SNOJF,No,Electronic check,72.25,2568.55,Yes
2192-OZITF,Female,0,No,No,45,Yes,Yes,2192,DSL,Yes,No,No,Yes,No,Yes,Two year,OZITF,No,Mailed check,73.55,3349.1,No
,Male,0,No,No,10,Yes,No,5651,DSL,No,No,No,No,No,No,Month-to-month,CPDND,No,Mailed check,46,492.1,No
,Female,1,No,No,29,Yes,Yes,2186,DSL,Yes,Yes,No,No,No,No,Month-to-month,QZEYA,Yes,Bank transfer (automatic),58.55,1718.95,No
1131-ALZWV,Female,0,No,No,24,Yes,Yes,1131,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,ALZWV,No,Bank transfer (automatic),24.6,605.25,No
7729-XBTWX,Male,0,Yes,Yes,66,Yes,No,7729,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,XBTWX,Yes,Mailed check,19.75,1344.5,No
9134-WYRVP,Male,0,No,No,51,Yes,No,9134,Fiber optic,Yes,No,No,No,Yes,No,One year,WYRVP,No,Mailed check,86.35,4267.15,No
,Female,0,Yes,No,45,Yes,Yes,3284,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,SVCRO,No,Mailed check,25.5,1121.05,No
,Female,0,Yes,No,49,Yes,No,9732,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,OUYRN,No,Credit card (automatic),19,918.7,No
0559-CKHUS,Female,0,Yes,No,29,Yes,No,559,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,CKHUS,Yes,Mailed check,19.55,521.8,No
,Male,0,Yes,Yes,40,Yes,Yes,2931,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,SVLTV,Yes,Credit card (automatic),110.1,4469.1,No
,Female,1,No,No,37,Yes,Yes,6899,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,PPEEA,Yes,Electronic check,96.55,3580.3,Yes
,Male,0,No,No,25,Yes,No,7504,Fiber optic,No,No,No,No,No,No,Month-to-month,UWHNB,No,Electronic check,69.75,1729.35,No
2582-FFFZR,Female,0,No,No,22,No,No phone service,2582,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,FFFZR,Yes,Electronic check,50.6,1073.3,No
,Male,0,No,No,72,No,No phone service,8908,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,NMQTX,Yes,Bank transfer (automatic),65.6,4566.5,No
,Female,0,No,No,7,No,No phone service,2187,DSL,No,Yes,No,No,No,Yes,Month-to-month,LZGPL,Yes,Credit card (automatic),40.1,293.3,Yes
,Male,0,Yes,Yes,33,Yes,No,1431,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,AIDJQ,No,Credit card (automatic),82.1,2603.1,No
,Female,0,No,No,23,Yes,No,6288,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,LBEAR,Yes,Mailed check,79.1,1783.75,No
,Male,1,No,No,24,Yes,Yes,4597,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,NUCQV,Yes,Electronic check,101.25,2440.15,Yes
9019-QVLZD,Female,0,No,No,1,Yes,No,9019,Fiber optic,No,No,No,No,Yes,No,Month-to-month,QVLZD,No,Electronic check,79.55,79.55,Yes
8413-YNHNV,Male,0,No,No,69,Yes,Yes,8413,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,YNHNV,No,Mailed check,90.65,6322.1,No
,Female,0,No,Yes,3,Yes,No,5808,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,TOTXO,Yes,Credit card (automatic),20.55,57.4,No
,Male,0,No,No,56,Yes,No,4369,DSL,No,Yes,No,Yes,Yes,Yes,One year,NYSCF,Yes,Bank transfer (automatic),75.75,4284.65,No
6333-YDVLT,Male,0,No,No,65,Yes,Yes,6333,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,YDVLT,Yes,Credit card (automatic),110,7138.65,No
5324-KTGCG,Male,0,Yes,No,71,Yes,No,5324,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,KTGCG,No,Electronic check,20.85,1539.75,No
,Female,1,No,No,14,Yes,Yes,5599,Fiber optic,No,No,Yes,No,No,No,Month-to-month,HVLTW,Yes,Bank transfer (automatic),80.35,1058.1,No
,Female,0,No,No,2,Yes,No,7394,Fiber optic,No,No,No,No,No,No,Month-to-month,LWLYN,Yes,Electronic check,70.15,123.8,No
,Female,0,No,No,32,Yes,Yes,3707,Fiber optic,No,No,No,No,Yes,No,One year,LRWZD,No,Electronic check,84.05,2781.85,Yes
6873-UDNLD,Male,0,No,No,40,Yes,No,6873,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,UDNLD,No,Electronic check,67.45,2731,No
2700-LUEVA,Male,0,No,No,1,Yes,No,2700,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,LUEVA,No,Credit card (automatic),20.75,20.75,No
1455-ESIQH,Male,0,No,No,1,Yes,No,1455,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,ESIQH,Yes,Electronic check,89.1,89.1,Yes
0958-YHXGP,Female,0,No,No,7,Yes,No,958,Fiber optic,No,No,No,No,No,No,Month-to-month,YHXGP,Yes,Mailed check,69.9,497.3,No
,Female,0,Yes,No,15,Yes,Yes,1101,DSL,No,No,No,No,No,No,Month-to-month,SSWAG,Yes,Electronic check,51.1,711.15,No
,Female,0,Yes,Yes,17,Yes,Yes,2979,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,SXESE,No,Electronic check,94.4,1607.2,Yes
,Male,0,No,No,19,Yes,No,4013,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,TLDHQ,Yes,Electronic check,78.25,1490.95,Yes
,Male,0,No,No,71,Yes,Yes,5743,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,KHMNA,No,Bank transfer (automatic),25.55,1898.1,No
,Female,0,Yes,Yes,54,Yes,Yes,4194,DSL,Yes,No,No,Yes,No,No,Two year,FJARJ,No,Bank transfer (automatic),60,3273.95,No
,Male,0,Yes,No,31,Yes,Yes,5325,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,UWTWJ,Yes,Credit card (automatic),90.55,2929.75,No
3969-GYXEL,Female,0,No,No,11,Yes,No,3969,Fiber optic,Yes,No,No,No,No,No,Month-to-month,GYXEL,No,Electronic check,76.4,838.7,No
9208-OLGAQ,Female,1,No,No,18,Yes,No,9208,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,OLGAQ,Yes,Electronic check,84.95,1443.65,No
,Female,1,No,No,72,Yes,Yes,3244,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,CQPHU,Yes,Bank transfer (automatic),110.1,7746.7,No
2674-MLXMN,Female,1,No,No,71,Yes,Yes,2674,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,MLXMN,Yes,Credit card (automatic),99.65,6951.15,No
9708-HPXWZ,Male,1,No,No,5,No,No phone service,9708,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,HPXWZ,No,Credit card (automatic),45.4,214.75,No
6992-TKNYO,Male,0,Yes,No,38,Yes,Yes,6992,DSL,No,No,Yes,Yes,No,Yes,One year,TKNYO,No,Credit card (automatic),69,2669.45,No
4468-YDOVK,Male,0,No,Yes,5,Yes,No,4468,DSL,No,No,No,Yes,No,No,Month-to-month,YDOVK,Yes,Bank transfer (automatic),48.65,235.2,No
3754-DXMRT,Male,1,No,No,2,Yes,No,3754,DSL,No,No,No,No,No,No,Month-to-month,DXMRT,Yes,Electronic check,44.15,92.65,Yes
5792-JALQC,Female,1,No,No,52,Yes,Yes,5792,DSL,Yes,No,Yes,No,No,No,Two year,JALQC,No,Bank transfer (automatic),59.85,3103.25,No
,Female,1,No,No,8,Yes,Yes,7130,Fiber optic,No,No,No,No,No,No,Month-to-month,VTEWQ,Yes,Electronic check,75.75,606.25,Yes
,Female,0,No,No,68,Yes,Yes,2200,DSL,No,Yes,Yes,No,Yes,Yes,Two year,DSAAL,Yes,Electronic check,80.65,5330.2,No
,Male,0,Yes,Yes,69,Yes,No,4302,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,ZYFEL,Yes,Credit card (automatic),20.55,1403.1,No
9351-LZYGF,Female,0,Yes,No,42,Yes,Yes,9351,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,LZYGF,Yes,Credit card (automatic),66.4,2727.8,No
4366-CTOUZ,Female,0,No,No,50,Yes,No,4366,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,CTOUZ,Yes,Mailed check,100.2,5038.45,No
,Female,0,No,No,1,Yes,No,6121,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,VZNQB,Yes,Mailed check,19.1,19.1,Yes
,Male,1,Yes,No,1,Yes,Yes,7903,Fiber optic,Yes,No,No,No,No,No,Month-to-month,CMPEY,Yes,Electronic check,80.3,80.3,Yes
1518-OMDIK,Male,0,Yes,No,33,Yes,No,1518,DSL,No,No,No,No,No,No,Month-to-month,OMDIK,Yes,Credit card (automatic),44.55,1462.6,No
6671-NGWON,Female,0,No,No,7,Yes,No,6671,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,NGWON,No,Mailed check,20.35,150.6,No
,Male,0,Yes,Yes,64,Yes,Yes,595,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,ITUDF,Yes,Electronic check,91.8,5960.5,No
,Female,0,No,No,1,Yes,No,6996,Fiber optic,No,No,Yes,No,No,No,Month-to-month,KNSML,Yes,Electronic check,74.9,74.9,Yes
,Male,0,No,No,59,Yes,No,1955,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,IBMMB,Yes,Bank transfer (automatic),20.2,1192.3,No
0096-BXERS,Female,0,Yes,No,6,Yes,Yes,96,DSL,No,No,No,No,No,No,Month-to-month,BXERS,No,Electronic check,50.35,314.55,No
3806-YAZOV,Female,0,No,No,3,Yes,No,3806,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,YAZOV,No,Mailed check,18.8,56,No
7998-ZLXWN,Female,0,Yes,No,15,Yes,No,7998,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,ZLXWN,No,Credit card (automatic),20.45,330.8,No
,Male,0,Yes,Yes,13,Yes,No,6253,DSL,No,No,No,No,Yes,Yes,One year,WRFHY,Yes,Electronic check,64.75,877.35,No
9133-AYJZG,Female,0,No,No,23,Yes,Yes,9133,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,AYJZG,Yes,Credit card (automatic),98.7,2249.1,No
,Male,1,Yes,No,31,Yes,Yes,2675,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,OTVVJ,No,Electronic check,89.45,2807.65,No
8680-CGLTP,Male,0,No,No,29,Yes,No,8680,DSL,Yes,Yes,No,Yes,No,No,One year,CGLTP,Yes,Electronic check,58.75,1696.2,No
,Female,0,Yes,No,49,Yes,No,8430,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,TWCBX,No,Credit card (automatic),20.7,1032.05,No
5018-GWURO,Female,0,Yes,No,56,Yes,Yes,5018,Fiber optic,No,No,No,No,Yes,No,Month-to-month,GWURO,Yes,Bank transfer (automatic),85.6,4902.8,No
,Female,0,No,No,63,Yes,Yes,6741,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,QRLUP,Yes,Credit card (automatic),80.3,4995.35,No
4737-HOBAX,Male,0,Yes,No,63,Yes,Yes,4737,DSL,No,No,Yes,Yes,Yes,Yes,Two year,HOBAX,No,Credit card (automatic),79.8,5034.05,No
0537-QYZZN,Male,1,Yes,Yes,24,Yes,Yes,537,Fiber optic,Yes,No,No,No,No,No,Month-to-month,QYZZN,Yes,Electronic check,79.85,1857.75,No
,Male,1,Yes,No,36,Yes,No,3340,DSL,No,No,Yes,Yes,No,No,One year,QBBFM,No,Credit card (automatic),54.1,1992.85,No
,Female,1,No,No,9,Yes,No,1704,Fiber optic,No,No,No,No,Yes,No,Month-to-month,NRWYE,Yes,Electronic check,80.85,751.65,Yes
,Male,0,No,No,3,No,No phone service,2592,DSL,No,No,No,No,No,No,Month-to-month,SEIFQ,No,Electronic check,24.75,66.95,Yes
,Female,0,Yes,No,21,Yes,No,8200,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,KLNYW,No,Mailed check,80.9,1714.95,No
,Male,0,Yes,Yes,13,Yes,Yes,3372,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,CDXFJ,No,Bank transfer (automatic),24.5,343.6,No
,Male,0,Yes,Yes,1,Yes,No,4781,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,ZXYGU,Yes,Bank transfer (automatic),20.15,20.15,No
,Female,0,Yes,Yes,25,Yes,No,7632,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,YUTXB,No,Mailed check,20.05,520.1,No
2718-YSKCS,Male,0,Yes,Yes,71,Yes,No,2718,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,YSKCS,Yes,Bank transfer (automatic),19.6,1387.45,No
,Male,0,No,No,66,Yes,Yes,9896,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,UYMIE,Yes,Bank transfer (automatic),114.3,7383.7,No
,Female,0,No,No,45,Yes,No,853,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,NWIFK,Yes,Electronic check,100.3,4483.95,No
8212-CRQXP,Female,0,Yes,No,22,Yes,No,8212,Fiber optic,No,No,No,No,Yes,No,Month-to-month,CRQXP,Yes,Credit card (automatic),80,1706.45,No
6980-CDGFC,Female,0,Yes,No,67,Yes,No,6980,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,CDGFC,Yes,Bank transfer (automatic),20.85,1327.4,No
7691-XVTZH,Female,0,Yes,No,68,Yes,Yes,7691,Fiber optic,No,No,Yes,No,Yes,No,Two year,XVTZH,Yes,Bank transfer (automatic),89.95,5974.3,No
2520-SGTTA,Female,0,Yes,Yes,0,Yes,No,2520,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,SGTTA,No,Mailed check,20, ,No
,Female,1,No,No,49,Yes,Yes,7481,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,ATQQS,Yes,Credit card (automatic),90.85,4515.85,Yes
2277-VWCNI,Female,1,No,No,4,Yes,Yes,2277,DSL,No,No,No,No,No,No,Month-to-month,VWCNI,No,Mailed check,48.75,179.85,No
,Male,0,Yes,No,63,Yes,Yes,1088,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,CNNKB,No,Credit card (automatic),80,5040.2,No
8642-GVWRF,Female,0,Yes,No,2,Yes,No,8642,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,GVWRF,No,Bank transfer (automatic),79.7,165,Yes
,Male,0,No,No,21,Yes,No,1930,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,BZLHI,Yes,Mailed check,20.35,422.7,No
3400-ESFUW,Male,0,Yes,Yes,55,Yes,No,3400,DSL,Yes,Yes,No,Yes,No,No,Two year,ESFUW,No,Bank transfer (automatic),57.55,3046.4,Yes
,Male,0,No,Yes,1,Yes,No,5868,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,YTYKS,Yes,Mailed check,20.25,20.25,No
,Female,0,No,No,17,Yes,No,3525,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,DVKFN,No,Mailed check,19.4,358.05,No
,Male,0,No,No,30,Yes,Yes,1482,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,OXZSY,Yes,Bank transfer (automatic),100.4,2936.25,No
0377-JBKKT,Male,0,Yes,Yes,22,Yes,No,377,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,JBKKT,Yes,Mailed check,57.95,1271.8,No
,Female,0,No,No,9,Yes,No,5778,DSL,No,No,No,Yes,Yes,No,Month-to-month,BVOFB,Yes,Bank transfer (automatic),59.5,530.05,No
3373-YZZYM,Male,0,Yes,Yes,1,Yes,No,3373,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,YZZYM,No,Mailed check,19.2,19.2,No
2057-ZBLPD,Female,0,Yes,No,21,Yes,Yes,2057,Fiber optic,No,No,No,No,No,Yes,Month-to-month,ZBLPD,Yes,Electronic check,86.5,1808.7,Yes
,Male,0,No,No,19,Yes,Yes,228,DSL,No,No,Yes,Yes,No,No,Month-to-month,MAUWC,No,Electronic check,59.55,1144.6,No
5502-RLUYV,Female,0,Yes,Yes,69,Yes,Yes,5502,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,RLUYV,Yes,Electronic check,103.95,7446.9,Yes
,Male,1,No,No,1,No,No phone service,23,DSL,No,No,No,No,No,No,Month-to-month,HGHWL,Yes,Electronic check,25.1,25.1,Yes
,Female,0,Yes,No,72,Yes,Yes,7663,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,YJHSN,Yes,Bank transfer (automatic),103.95,7556.9,No
4915-BFSXL,Male,0,Yes,Yes,70,Yes,Yes,4915,DSL,Yes,No,Yes,No,Yes,No,Two year,BFSXL,No,Credit card (automatic),68.95,4858.7,No
,Female,0,No,No,66,Yes,Yes,3086,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,RUCRN,Yes,Bank transfer (automatic),103.1,6595,No
,Female,0,Yes,Yes,7,No,No phone service,5215,DSL,No,No,No,No,No,No,Month-to-month,LNLDJ,Yes,Electronic check,24.7,149.05,No
,Female,1,Yes,Yes,46,Yes,Yes,7576,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,JMYWV,Yes,Electronic check,110.2,4972.1,No
9039-RBEEE,Male,0,No,No,39,No,No phone service,9039,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,RBEEE,Yes,Credit card (automatic),48.95,1880.85,Yes
,Female,0,Yes,Yes,32,Yes,Yes,257,DSL,No,Yes,Yes,No,No,No,Month-to-month,KXZGU,No,Bank transfer (automatic),62.45,2045.55,No
1307-ATKGB,Male,0,No,No,24,Yes,No,1307,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,ATKGB,Yes,Electronic check,89.55,2187.15,No
8417-FMLZI,Male,0,Yes,Yes,6,Yes,No,8417,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,FMLZI,Yes,Credit card (automatic),83.55,477.55,Yes
3714-XPXBW,Female,0,No,No,37,Yes,Yes,3714,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,XPXBW,Yes,Credit card (automatic),78.9,2976.95,No
,Male,0,No,Yes,8,Yes,No,1850,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,AKQEP,No,Mailed check,20.35,178.7,No
2824-DXNKN,Female,0,Yes,Yes,72,Yes,Yes,2824,DSL,Yes,No,Yes,No,Yes,No,Two year,DXNKN,Yes,Bank transfer (automatic),71.45,5025.85,No
,Male,1,Yes,No,71,No,No phone service,5227,DSL,Yes,Yes,Yes,Yes,No,No,Two year,JSCFE,No,Credit card (automatic),46.35,3353.4,No
,Female,0,Yes,No,16,Yes,No,848,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,ZGQIJ,Yes,Bank transfer (automatic),94.65,1461.15,No
3621-CHYVB,Female,0,Yes,No,57,No,No phone service,3621,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,CHYVB,Yes,Bank transfer (automatic),49.9,2782.4,No
8042-RNLKO,Male,0,No,No,66,Yes,Yes,8042,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,RNLKO,No,Bank transfer (automatic),25.45,1699.15,No
1792-UXAFY,Female,1,No,No,17,Yes,No,1792,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,UXAFY,Yes,Electronic check,89.15,1496.9,Yes
,Female,0,No,Yes,21,Yes,No,5372,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,FBKBN,No,Mailed check,20.75,452.2,No
